Base Peak MZ,Component RT,Base Peak Area,Component Area,Compound Name,Match Factor,Sample Name,File Name
42.96,5.14812123640981,3223.21362641717,10387.2275072119,1-Methoxy-2-propyl acetate,87.5352134403607,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
42.97,5.14818345859191,3132.42334387665,7957.02361138729,1-Methoxy-2-propyl acetate,82.4746129142307,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
43.02,5.14903466659496,4581.81165137177,10790.2150138901,1-Methoxy-2-propyl acetate,81.7703132401465,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
42.98,5.14934110315954,3529.81175520357,11871.9258797522,1-Methoxy-2-propyl acetate,88.8185553489978,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
43,5.15006059387408,3135.17067186736,6910.9374524501,1-Methoxy-2-propyl acetate,82.3492037984357,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
43.02,5.15014402414308,3217.05559375703,9395.16203521,1-Methoxy-2-propyl acetate,82.5303617072369,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
42.97,5.15016424426568,3531.11370029426,9266.11097603118,1-Methoxy-2-propyl acetate,84.6578666556284,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
42.98,5.15016667277941,3047.44244680856,7788.45254962529,1-Methoxy-2-propyl acetate,81.998095008711,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
42.98,5.1502703539376,3745.10720991042,9479.48995903387,1-Methoxy-2-propyl acetate,82.1272085061836,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
43,5.15057647830416,3598.12215354629,7234.20990116586,1-Methoxy-2-propyl acetate,80.9120247882273,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
43.04,5.15069903480854,3962.92618759708,13099.9611498901,1-Methoxy-2-propyl acetate,80.4439354161295,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
42.98,5.15073308049837,4517.23248133087,10229.2747259368,1-Methoxy-2-propyl acetate,84.807253927874,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
43,5.15082475613407,3329.23566808346,8441.94256598999,1-Methoxy-2-propyl acetate,81.4612709375243,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
42.98,5.15108073655545,3995.01639363377,9230.03581416746,1-Methoxy-2-propyl acetate,81.7538551244838,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
42.97,5.15152122586029,3362.96070352694,7415.13896579159,1-Methoxy-2-propyl acetate,80.5912045624403,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
43.02,5.15155151225968,3893.0565670043,9778.04300825707,1-Methoxy-2-propyl acetate,80.8447147751698,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
43,5.1515627367219,3510.52969785084,8170.66367193057,1-Methoxy-2-propyl acetate,83.9073719227627,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
45,5.15187483948697,1017.3694272213,2818.59706759554,Trimethylene glycol monomethyl ether,73.0944904887673,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
42.94,5.15309614687146,3185.25846649647,8779.47232831303,1-Methoxy-2-propyl acetate,81.0950644367936,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
42,5.15560656727526,400.867211479191,1036.08144853508,"3H-1,2,4-Triazol-3-one, 1,2-dihydro-",78.9607461332936,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
91.04,5.20240416460969,911.354316045905,393.442787972657,Ethylbenzene,55.110280321799,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
90.98,5.20766690353291,622.058302361911,1568.37381775135,Ethylbenzene,60.4795976424577,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
91,5.21418471603148,875.548101628437,2033.7413428452,Ethylbenzene,70.3946370422528,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
91,5.2146841099187,878.902501761681,1314.22827077764,Ethylbenzene,73.527445325107,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
91,5.2172696552446,908.025207079686,1349.29095967477,Ethylbenzene,67.1340197788592,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
91.03,5.21864432924983,769.871452292706,1214.87656862411,Ethylbenzene,68.354943977946,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
91,5.21923471555409,1027.56156663988,1396.37871951675,Ethylbenzene,66.598688481273,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
91,5.22102856014173,932.217306876589,2011.9693461074,N-Ethyl-2-benzyloxycarbonylazetidine,60.1104017813993,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
91,5.30124489301619,1260.53112427037,2546.09190277435,Ethylbenzene,72.1157414850244,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
91,5.30369233022074,1997.80576344798,5320.89787043053,"Benzene, 1,3-dimethyl-",81.0075438817741,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
91.06,5.30369883828489,1986.14308712512,4936.36583264179,Ethylbenzene,81.3220455911458,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
91,5.30438785160831,2305.88072478391,4978.55204704856,Ethylbenzene,84.3593452096809,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
91.05,5.3047775997318,1676.15789299608,3590.1673355915,"Benzene, 1,3-dimethyl-",77.7313524986463,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
90.99,5.30561765368314,1477.3914965001,3914.87099237431,"Benzene, 1,3-dimethyl-",71.7780670595264,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
91,5.30566481549599,1350.58687505175,2598.75170403555,"Benzene, 1,3-dimethyl-",82.0285637695941,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
91.05,5.30594731736237,2391.27690962452,4950.67218790132,"Benzene, 1,3-dimethyl-",79.470862220841,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
91.05,5.30649262128458,1961.97847657867,4244.84382201628,Ethylbenzene,82.7180194449878,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
91,5.30674175995826,2128.57837999027,3477.31705935105,"Benzene, 1,3-dimethyl-",67.5569945571237,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
91.04,5.30686185156395,2600.18076337786,5527.07650262288,"Benzene, 1,3-dimethyl-",79.2462678553654,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
91,5.30733432997383,2105.71369550805,7066.96534493453,"Benzene, 1,3-dimethyl-",81.9265652736067,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
91.05,5.30744883735805,2343.414544483,5534.82051709146,p-Xylene,80.8749945054057,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
91,5.30744985349437,2305.83948967586,5498.37622243044,Ethylbenzene,80.0669942614213,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
90.99,5.30749622482048,1586.0074628254,3146.80435061847,p-Xylene,73.7967722529717,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
91,5.30750243969708,1611.28690299725,3135.00094611044,"Benzene, 1,3-dimethyl-",71.3105900435601,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
90.98,5.30760919712655,2433.33530618492,4033.12966976564,"Benzene, 1,3-dimethyl-",69.2673944471622,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
91,5.30831480044944,1703.98687772712,3060.6649574893,o-Xylene,75.6071558441704,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
91.05,5.3089056434776,1764.21536505254,4331.47708866709,Ethylbenzene,85.4652044720192,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
91,5.30972330708553,1598.89449194426,3799.30922089821,"Benzene, 1,3-dimethyl-",77.5237299250216,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
91,5.30998638310695,1822.98891980019,4449.95018562369,"Benzene, 1,3-dimethyl-",77.7821508789585,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
91,5.31083700782723,1320.94014927121,2801.22123663627,p-Xylene,80.1868992606342,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
91,5.31114236983143,1601.13047865401,4403.5401532856,"Benzene, 1,3-dimethyl-",78.8458049728921,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
90.98,5.31159817331578,2105.56409048212,4367.10167369302,"Benzene, 1,3-dimethyl-",76.2242298224768,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
57,5.44985193677402,408.672522696845,889.079421500917,"Carbamimidothioic acid, N-cyano-N'-methyl-, methyl ester",54.3601366364071,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
57,5.45319385640418,682.344146816342,1935.58713989745,"3-Hexen-1-ol, propanoate, (Z)-",81.6866139933514,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
37,5.56969563495469,725.642459127426,1387.29300833873,Propene,50.3288660557703,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
43,5.57940556578401,360.530016521917,694.223708580959,S-Ethyl ethanethioate,70.0080469071623,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
103.88,5.58054282083968,281.922062587735,712.853118496004,Phosphoryl fluoride,73.3451740264583,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
104,5.58087256023771,548.63953351784,1282.20189206367,"Propanoic acid, 2-methyl-, 2-phenylethyl ester",70.2198962652062,V7.3_dx.aa4_01042021_young,V7.3_dx.aa4_01042021_young.D
104,5.58171064703726,582.901618396757,2399.49862418364,Styrene,76.5992793778548,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
104,5.58462357391297,362.631399551393,815.325236897112,"Propanoic acid, 2-phenylethyl ester",62.1776835177355,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
46.19,5.58952373568702,439.21522669983,1279.24511831318,"Butanedioic acid, phenyl-",56.5816293206971,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
77,5.60578630193379,902.573683972335,1654.80201039175,3-Pyridinecarbonitrile,69.6561605986742,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
91.04,5.61472111453389,888.051737089571,2580.63846487074,Ethylbenzene,66.0454258968367,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
91.06,5.61473121306206,630.808478093118,1192.70031528862,Ethylbenzene,68.6393632316893,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
91.05,5.61690306887926,1003.41645382237,3515.77297965393,Ethylbenzene,71.5638363775238,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
91.05,5.6187862577371,600.676752117644,2652.6875386455,"Proline, 2-methyl-5-oxo-, methyl ester",57.5163805522536,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
91.04,5.61964364675098,865.794006969921,1754.95770765127,Ethylbenzene,68.7798022675959,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
55.01,5.62044951635572,2125.63686584736,10783.4150333551,"Cyclopentanone, 3-methyl-",68.7562631090141,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
55,5.62228271874262,894.224991704761,2515.98752694079,1-[[1-Phenylcyclohexyl]methyl]piperidine,56.6702439171782,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
90.98,5.62237808821965,803.352530576862,1498.41912869186,Ethylbenzene,72.5622373758682,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
91,5.62298683337306,440.300973274157,1675.5438037637,Ethylbenzene,68.5411645835042,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
55,5.62305821197937,989.061464901807,7331.96879957932,"2-Cyclopenten-1-one, 2-hydroxy-",75.4088931667302,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
55,5.62322506757244,2667.44820702241,14718.2433844593,Cyclohexanone,86.1666707233857,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
42,5.62425261186044,1364.32587086201,6766.8927367354,Cyclohexanone,80.0623219560953,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
55,5.62448055724846,1661.17174851111,5565.10258304973,"2-Cyclopenten-1-one, 2-hydroxy-",88.4206099203294,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
91.05,5.62458438443572,677.596725579032,517.366159554715,"Propanoic acid, 2-([2-([benzyloxy)carbonyl]amino)-3-(benzylthio)propanoyl]amino)-, benzyl ester",51.9287794084675,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
84,5.62655613620057,671.583557343375,4743.77241330153,Antazoline,60.6097502731748,V13.1_ec.si2_01272021_mature,V13.1_ec.si2_01272021_mature.D
54.97,5.62672378383483,1209.58459403937,4748.60725649261,Cyclohexanone,77.2140560972684,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
55,5.62727985589415,776.154425425528,4998.68020132493,"Proline, 2-methyl-5-oxo-, methyl ester",56.8497668289916,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
54.95,5.62728119874479,776.154425425528,5773.30465352349,"Piperidine, 1-(2-phenylethyl)-",60.7752956995147,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
57,5.67663734988104,2026.52218039349,5257.60560954513,"Ethanol, 2-butoxy-",80.4113061405988,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
93.06,5.68625935487151,607019.900244617,4169438.53290947,Santolina triene,99.0663996030277,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
42,5.95609574041816,448.405781400681,1196.96684041624,"1,2-Oxathiane, 2,2-dioxide",73.0885381961049,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
93.06,6.02904012409777,2981.39381458407,9230.03332369749,.alpha.-Phellandrene,89.5931749846548,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
93,6.02935452729512,341.54990853691,579.822041045468,"3-Pyrrolidinecarboxylic acid, 5-oxo-1-(2-pyridinylmethyl)-",63.7436549909292,V8.3_dx.ts2_01052021_young,V8.3_dx.ts2_01052021_young.D
93.05,6.03191962914312,523.629283485414,3727.71686415224,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",78.1516940091037,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
77,6.1489746461262,680.232518775938,893.823869216387,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",65.9530849351273,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
93,6.16445894775948,607.088507139203,1042.67715261756,4-(2-Aminoethyl)pyridine,50.9092292752142,V13.2_dc.si2_01272021_mature,V13.2_dc.si2_01272021_mature.D
93,6.16580223134339,866.21422693348,2757.24658510247,.alpha.-Phellandrene,73.9703407696319,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
93.06,6.16727289179469,19795.0841746883,78203.5570928292,"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-",96.7172485211436,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
93.06,6.16801220131169,1458.43868059349,4649.36462501262,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",79.3477580787354,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
93.03,6.16876459452243,626.078963481902,1664.38928977478,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",75.4955471408265,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
93,6.16876459452243,626.078963481902,1512.68551270637,.alpha.-Phellandrene,73.7937891268779,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
93,6.1693401950906,786.159810703279,2199.92383269031,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",73.2731523097573,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
93,6.16987774877708,216.208611524581,657.646582414721,"1,4-Methano-1H-Cyclopropa[d]pyridazine, 4,4a,5,5a-tetrahydro-6,6-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,5a.alpha.)-",51.4586133212045,V12.2_cc.ta2_01262021_mature,V12.2_cc.ta2_01262021_mature.D
93.05,6.17153012664722,818.784252487185,2208.65507895108,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",72.7053652797091,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
93.04,6.17227016995477,783.49272717857,3115.96670915016,"Bicyclo[3.1.0]hex-2-ene, 4-methyl-1-(1-methylethyl)-",62.5393662512829,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
93,6.17227235905461,783.49272717857,3458.83093145172,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",76.2374969220941,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
56,6.18160608519538,594.172625162125,3669.13094799679,Cyclopentanone,81.7527965262242,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
84,6.18413398341295,2024.16626332269,9797.71771915019,"Cyclopentanone, 2-ethyl-",86.6041326702705,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
429.02,6.26733313923328,303.721787355424,1065.857976829,"(E)-4-(3-((tert-Butyldimethylsilyl)oxy)-3-oxoprop-1-en-1-yl)-1,2-phenylene bis(2,2,2-trifluoroacetate)",55.8531005616922,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
93.06,6.40555717154282,10627.0603061494,54731.335623751,Camphene,95.3708715412691,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
91.06,6.407498958703,855.717920188903,1579.47728273844,"3-Chloropropionic acid, 2,2-dimethylpropyl ester",61.8404926258779,V13.3_ec.si1_01272021_mature,V13.3_ec.si1_01272021_mature.D
93.05,6.41084825241125,488.685747903833,3163.3324460507,"Benzenemethanol, 4-methyl-.alpha.-(1-methyl-2-propenyl)-, (R*,R*)-",60.4721414886162,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
91.01,6.41172241444294,658.289189105553,1597.12538024545,Methyl 3-(2-methoxyphenyl)oxirane-2-carboxylate,55.3093620313733,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
93,6.41186457573734,488.685747903833,2690.80294518669,cis-8-Isopropylbicyclo[4.3.0]non-3-ene,59.937053601697,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
91,6.41720242335011,315.789686958884,777.777316613946,"Propanoic acid, 2,2-dimethyl-, phenylmethyl ester",57.2776414581252,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
42.01,6.42272503872456,324.751010020258,796.168811107646,N-(4-Tolylsulfonyl)azetidin-3-one,50.1839540886018,V9.11_cx.zm4_01192021_mature,V9.11_cx.zm4_01192021_mature.D
91,6.4270172096536,244.358419062847,502.478153987119,"Butane, 1-bromo-4-chloro-",63.1340765649123,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
43.02,6.43278948100763,264.321615712401,98.0184760938944,Sulfamethazine,63.5200396401353,V7.2_bc.aa2_01042021_young,V7.2_bc.aa2_01042021_young.D
45,6.47848408261242,661.882858888625,1033.68264753613,"Boronic acid, ethyl-",69.4397531030084,V9.10_ac.zm2_01192021_mature,V9.10_ac.zm2_01192021_mature.D
77,6.51965485630652,347.045459142684,811.039788431561,"1,2-Propanedione, 1-phenyl-",74.4902096023146,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
104.96,6.52176752723915,861.282744954107,1851.87125788852,"2,4-Di-tert-butylphenyl benzoate",50.177371622135,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
105.01,6.53669999757525,2022.90732857132,7755.24509080796,Benzaldehyde,82.7550490001522,V9.9_cx.zm3_01192021_mature,V9.9_cx.zm3_01192021_mature.D
105,6.54082585349762,2225.78515085792,6508.81266157586,"Ethanone, 2-(formyloxy)-1-phenyl-",89.7853190138281,V9.1_cx.ft3_01182021_mature,V9.1_cx.ft3_01182021_mature.D
106.01,6.5424748141826,2719.75722028922,11850.369305029,Benzaldehyde,90.1691733927189,V6.4_ac.ac1_12312020_young,V6.4_ac.ac1_12312020_young.D
104.95,6.55001028760846,656.551465778989,2763.19919077543,"4-[[5-(4-bromo-2-chlorophenyl)-2-furyl]methylidene]-2-phenyl-4,5-dihydro-1,3-oxazol-5-one",69.445421566893,V8.2_dc.ts2_01052021_young,V8.2_dc.ts2_01052021_young.D
104.93,6.55645974619535,571.916580992636,1071.09596510633,"N-Benzyloxy-2,2-bis(trifluoromethyl)aziridine",77.2415863883537,V9.2_ex.ft4_01182021_mature,V9.2_ex.ft4_01182021_mature.D
105,6.56061087167627,861.282744954107,161.880218345975,"N-Benzoyl-2,2-difluoro-3,3-bis(trifluoromethyl)aziridine",82.6647489734129,V9.3_ex.ft3_01182021_mature,V9.3_ex.ft3_01182021_mature.D
48,6.60123774530567,2986.19661146354,157.192761593196,"Silane, diethylhexadecyloxy(pentafluorobenzyloxy)-",66.3602852496676,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
57,6.63696321660985,1984.6406380671,4000.61675383874,"Hexanal, 2-ethyl-",75.7381308213451,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
57.05,6.63775658277191,1984.6406380671,3359.18666269532,"Butanenitrile, 2-hydroxy-3-methyl-",78.9741183758328,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
44,6.6496043799187,752.343216412005,1353.32542762176,"Butanoic acid, 3-amino-2-methyl-",60.1281133887367,V6.3_dc.ac1_12312020_young,V6.3_dc.ac1_12312020_young.D
95,6.6510034178316,1919.78450042117,12881.4041692132,Artemiseole,71.8599470439628,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
95.07,6.6510745307442,1919.78450042117,12909.8330825099,"Bicyclo[3.3.0]octan-3-one, 6-iodo-2-methyl-, cis",73.4555572440593,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
93.06,6.69996422997523,5733.96019505283,46803.7141602373,.beta.-Phellandrene,86.4544575672989,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
70,6.74305759096049,243.05726632881,1282.51255349708,"2-Butenal, (Z)-",65.3140603182366,V7.1_dx.aa3_01042021_young,V7.1_dx.aa3_01042021_young.D
281,6.74310386442235,1243.34711575572,384.192286948573,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,73.2364428138064,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
281,6.74541777104806,1130.65087413778,617.423250247128,"1-[2,4-Bis(trimethylsiloxy)phenyl]-2-[(4-trimethylsiloxy)phenyl]propan-1-one",60.1309995953366,V8.1_bx.ts3_01052021_young,V8.1_bx.ts3_01052021_young.D
281.03,6.75280872660376,1237.6633373699,1775.1175296621,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,80.2099264900759,V6.2_ec.al2_12312020_young,V6.2_ec.al2_12312020_young.D
281,6.75286255008274,1116.33098928815,1182.20535327867,"2-Oxo-4-phenyl-6-(4-chlorophenyl)-1,2-dihydropyrimidine",80.2388920968196,V12.1_ex.ta3_01262021_mature,V12.1_ex.ta3_01262021_mature.D
281,6.75854614380991,2412.8675331688,3086.91427143666,"Cyclotetrasiloxane, octamethyl-",78.649542642819,V12.3_ac.ta2_01262021_mature,V12.3_ac.ta2_01262021_mature.D
